"✦  MASTER SUPPLIER DATABASE  |  CRM-READY  |  4,661 SUPPLIERS  |  DE-DUPLICATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SECTION A — SUPPLIER IDENTITY,,,,,,,,,SECTION B — CONTACT INFORMATION,,,,,,,,,,SECTION C — BUSINESS DETAILS,,,,,,,,,,,,,,,SECTION D — COMMERCIAL TERMS,,,,,,,SECTION E — CRM INTERNAL TRACKING,,,,,,,,,,,,
Supplier ID,Company Name,Country,City,Full Address,Website,Year First Added,Source Sheet,Current Status,Primary Contact Name,Designation,Email,Phone,WhatsApp,Legal Name,Secondary Contact Name,Secondary Email,Secondary Phone,Account Manager,Product Category,Products,Sub-category,Commodity Type,Annual Production Capacity,MOQ,Price Range,Currency,Export Markets,Certifications,Cert Body,Cert Status,Cert Expiry Date,Years in Business,Factory Type,Payment Terms,Incoterms,Lead Time,Port of Loading,Packaging Type,Private Label Available,Compliance Documents Available,Lead Source,Risk Score,Due Diligence Status,Last Contact Date,Follow-up Required,Follow-up Date,Internal Notes,Contract Signed,Contract Date,Latest Quotation,Performance Rating,Blacklisted,Notes
SUP-01179,Devi Fisheries Ltd. Unit II,India,,,Repeat of row 80,2025,NEW2025_Frozen Shrimps,Active,,,,,,,,,,,Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,2025-09-23 00:00:00,,,,,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT
SUP-01180,Devi Sea Foods Limited - Singarayakonda Unit,,,,,2024,23-24_Shrimps,Active,,,,,,,,,,,Shrimps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01181,"Devi Sea Foods Limited - Singarayakonda Unit ASC-C-01137-01 0 Whiteleg shrimp Litopenaeus vannamei Devi Sea Foods Limited - Singarayakonda Unit 22-06-2025 00:00 Certified ""3-79/2",,,,,2024,23-24_ASC Shrimp,Active,,,,,,,,,,,ASC Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01182,Devi Seafood Limited,India,,,Repeat of row 99,2025,NEW2025_Frozen Shrimps,Active,,,,,,,,,,,Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,2025-09-23 00:00:00,,,,,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT
SUP-01183,"Devi Seafood Ltd. ASC-C-01137-Main 0 Whiteleg shrimp Litopenaeus vannamei Devi Seafood Ltd. 22-06-2025 00:00 Certified ""NH-16",,,,,2024,23-24_ASC Shrimp,Active,,,,,,,,,,,ASC Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01184,Devi Seafoods Limited,India,,,https://www.deviseafoods.com/,2024,23-24_Shrimps,Active,91-(0)891-2525337 / 2713707,,info@deviseafoods.com,,,,,,,,Shrimps,"shrimp Processing, shrimp Farming",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01185,Devi Seafoods Ltd.,India,,,https://www.deviseafoods.com/,2025,NEW2025_Frozen Shrimps,Active,,,"info@deviseafoods.com, contact@deviseafoods.com,  rao@deviseafoods.com, mail@deviseafoods.com",,,,,,,,Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,2025-09-23 00:00:00,,,,,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT
SUP-01186,"Devi Seafoods Ltd. ASC-C-01137 2 Whiteleg shrimp Litopenaeus vannamei Devi Seafoods Ltd. 22-06-2025 00:00 Certified ""NH-16",,,,,2024,23-24_ASC Shrimp,Active,,,,,,,,,,,ASC Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01187,Devom India,India,,"Plot No 78, sector -29,Part 2, HUDA, Panipat, Haryana, INDIA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers:
SUP-01188,"Dev's Exports, Mundakkal",,,,,2024,23-24_ Cashew supplier for Midd,Active,,,,,,,,,,,Cashew supplier for Middle Eas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01189,DG Global,Canada,,,https://dgglobal.ca/contact,2024,23-24_Pulses,Active,,,info@dgglobal.ca,,,,,,,,Pulses,Lentils and Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01190,Dhanlaxmi Internationals,,,"Register Office: 10, Vrajbhumi duplex, Nr. Chandra bhanu high school, Jivaraj park, Ahmedabad :380051, Gujarat, India.",https://www.dhanlaxmiinternational.com/coconut-export-import/,2023,22-23_Coconut,Active,(+91) 7383745995,,contact@dhanlaxmiinternational.com,,,,,,,,Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They do fruits also
SUP-01191,Dhaval Agri Exports LLP,India,,,https://www.dhavalagri.com/,2024,23-24_Spices  | 2025_Gulf food _ Pulses,Active,,,info@dhavalagri.com,,,,,,,,Spices  | Gulf food _ Pulses,"Pulses(Chickpea and Pulses,Spices,Cumin Seeds,Sesame Seeds)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01192,DHIRENDRA INTERNATIONAL PVT. LTD.,India,,,,2024,23-24_Spices,Active,,,,,,,,,,,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01193,"Diamond Preserved Food Co., Ltd.",Thailand,,,https://www.dpffood.com/,2024,23-24_Rice list,Active,,,,,,,,,,,Rice list,Vinegar & Sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01194,Diat Agro,,,,https://diat.in/,2024,23-24_Sial Rice,Active,91-6299854498,,care@diat.in,,,,,,,,Sial Rice,basmati rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01195,Dickle Group of Companies,Turkey,,,https://diclegroup.com/,2024,23-24_Pulses,Active,,,"dicle@diclegroup.com, nurullah@diclegroup.com.tr",,,,,,,,Pulses,"Red Lentils, Green Lentils, Rice, Chickpeas, Beans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01196,Dicle Group of Companies,Turkey,,,,2024,Inactive_Suppliers,Inactive,,,,,,,,,,Vandana,Pulses and Lentils,Red Lentils,,,,,,,,Certifications not received,,,,,,,,,,,,,,,,,,,,,,,,,"WEEK 35
(26.8 - 1.9): 29.8.24 -- Prices received for red lentils, send checklist | WEEK 36: 2.9.24 -- reminder sent for check list 
5.9.24 -- reminder sent | WEEK 37: 10.9.24 -- reminder sent for checklist confirmation
11.9.24 -- 3 reminders sent but no response"
SUP-01197,Diefenbaker Spice & Pulse,Canada,,,http://dspdirect.ca/,2024,23-24_Red lentils Nov24 | 23-24_Green Lentils Dec 24 | 23-24_Pulses,Active,,,melody@dspdirect.ca,,,,,,,,Red lentils Nov24 | Green Lentils Dec 24 | Pulses,"CHICKPEAS >

PEAS >


LENTILS >


BEANS >

SPICES >

GROUND PRODUCTS >",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01198,Diet Foods International,India,,,https://dietfoodsinternational.com/,2024,23-24_Pulses,Active,,,manohar@dietfoodsinternational.com,,,,,,,,Pulses,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01199,DIEU VANG COMPANY LIMITED,,,,,2024,23-24_Cashew 25,Active,,,,,,,,,,,Cashew 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01200,Digha Seafood Export Private Limited,India,,,no website,2025,NEW2025_Frozen Shrimps,Active,,,prabhat@dighaseafood.com,,,,,,,,Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,2025-09-24 00:00:00,,,,,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT
SUP-01201,Digha Seafood Exports Pvt. Ltd.,India,,,website not available,2024,23-24_Shrimps,Active,,,,,,,,,,,Shrimps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01202,Dinda / Timbro Foods,,,,,2025,2025_Gulf food _ Pulses,Active,,,,,,,,,,,Gulf food _ Pulses,Pulses(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01203,DINESH TEXTILES MILLS,India,,,https://jayachitra.co.in/,2025,NEW2025_Apparels,Active,,,info@jcg.co.in,,,,,,,,Apparels,Apparel,,,,,,,,,,,,,,,,,,,,,,,,2025-08-06 00:00:00,,,,,,,,,First contact: 2025-08-06 00:00:00 | Follow Up 1: 2025-08-14 00:00:00 | Follow Up 2: 2025-08-18 00:00:00
SUP-01204,Discovery Group Ltd,Uganda,,,LINK,2025,NEW2025_Snacks and Sweets Ex,Active,,,info@discoverygroupug.com,,,,,,,,Snacks and Sweets Expo in Dubai,"Coffee, Beans, Seeds (possible trader)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01205,DiversPack B.V.,Netherlands,Woerden,,,2026,2026_Dried_Fruits | 23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits | Dried Fruits List,cheese cutting packaging sevice,,,,,,,,Food,Kiwa VERIN B.V.,Certificated,2027-03-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-01206,D.M. MULTITECH LIMITED,713,,,no website,2024,23-24_Pulses,Active,,,,,,,,,,,Pulses,PULSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01207,DML EXIM PVT LTD [TH],713,,,,2024,23-24_Pulses,Active,,,,,,,,,,,Pulses,CHICK PEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01208,DN Sea Shells Private Limited,India,,,https://dnhomes.com/projects/sea-food-exports/,2024,23-24_Shrimps | NEW2025_Frozen Shrimps,Active,,,"info@dnhomes.net,  samyak@dnhomes.net",,,,,,,,Shrimps | Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,2025-09-24 00:00:00,,,,,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT
SUP-01209,"DN Sea Shells Private Limited ASC-C-03923 0 Whiteleg shrimp Litopenaeus vannamei DN Sea Shells Private Limited 02-03-2026 00:00 Certified ""Ground Floor",,,,,2024,23-24_ASC Shrimp,Active,,,,,,,,,,,ASC Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01210,DNU Sun Valley (GBP),United Kingdom,,,,2025,2025_Aldi List - Nuts,Active,,,,,,,,,,,Aldi List - Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01211,Do it B.V.,Netherlands,,,,2024,23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits List,organic food importer and distributor to reail stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01212,Doğancan Gıda Tarım Ürünleri İnşaat Turizm Sanayi ve Ticaret Limited Şirketi,Turkey,MALATYA,,,2026,2026_Dried_Fruits | 23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits | Dried Fruits List,no website,,,,,,,,Food,Intertek Certification Limited,Certificated,2026-08-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-01213,Dobnig GmbH (Sewing Company),Germany,,"8, Ruenhorst, Bocholt, Nrth Rhine Westfalia, GERMANY",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers:
SUP-01214,Dogus Agro,Turkey,,,https://www.dogusagro.com.tr/,2024,23-24_Pulses,Active,,,info@dogusagro.com.tr,,,,,,,,Pulses,"Chickpeas, Lentils, Beans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01215,Dogus Agro Company,Turkey,,,,2024,Inactive_Suppliers,Inactive,,,,,,,,,,Vandana,Pulses and Lentils,Red Lentils,,,,,,,,Certifications not received,,,,,,,,,,,,,,,,,,,,,,,,,"WEEK 35
(26.8 - 1.9): 30.8.24 --
Supplier do not have BRC or IFS
supplier can provide ISO certifications
sent checklist from our side | WEEK 36: 2.9.24 -- reminder sent
5.9.24 -- reminder sent 
6.9.24
5% commission is a quite high rate for the products we offer , taking in account the current market situation.
Also we noted that we cannot provide BRC or IFS Certification, since the list of companies you shared, for sure will request certification.
Our products are conventional and we already ship to some countries from Europe without BRC and IFS.
If your company can work as European Broker – to directly import the goods and further sell to your final customers, maybe in that case we can support with our products and services.
Samples – we can provide – on customer expense.
Currently we export to countries from Middle East and Europe , like : UAE, Morocco, Italy, Bulgaria, Spain. | WEEK 37: 9.9.24 -- sent email for cif prices
11.9.24 -- reminder sent for cif prices to send supplier details to J&K"
SUP-01216,DOHLER EGE GIDA SANAYI A.S.,Turkey,IZMIR,,,2026,2026_Dried_Fruits | 23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits | Dried Fruits List,importer,,,,,,,,Food,LRQA Ltd - UK,Certificated,2026-06-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-01217,Dolceamaro S.r.l.,Italy,,,https://dolceamaro.com/,2024,23-24_Nuts List,Active,0865 493005,,clients@dolceamaro.com,,,,,,,,Nuts List,almonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01218,Dolcezze di Nanni S.r.l.,Italy,,,https://www.ledolcezzedinanni.com/en/,2024,23-24_Nuts List,Active,57737081,,info@ledolcezzedinanni.com,,,,,,,,Nuts List,"CAKE WITH FIGS, almonds, WALNUTS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01219,Dole EUROPE,Chile,,,https://www.dole.cl/,2024,"23-24_Import yeti,",Active,,,contacto.personas@dole.com,,,,,,,,"Import yeti,",Fresh fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01220,DOLIAA,,,,,2024,23-24_SIAL FROZEN FOOD,Active,,,NOT SHARED,,,,,,,,SIAL FROZEN FOOD,"Frozen meat, poultry, seafood, vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01221,Domaine El Boura - Taroudant,Morocco,,,,2024,23-24_Fresh fruits and vegetabl,Active,,,,,,,,,,,Fresh fruits and vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01222,DON JOHNNY PRIVATE LIMITED,713,,,,2024,23-24_Pulses,Active,,,,,,,,,,,Pulses,PULSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01223,Dong Nai Import Export Processing Agricultural Products and Foods Joint Stock Company (Donafoods),Vietnam,,,https://donafoodsvietnam.com/,2024,23-24_Nuts List,Active,(84-251) 3 892 577,,info@donafoodsvietnam.com,,,,,,,,Nuts List,cashew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01224,Dong Phu Food Company Limited,,,,,2024,23-24_ Cashew supplier for Midd,Active,,,11.11.24 - intro email sent,,,,,,,,Cashew supplier for Middle Eas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01225,"Dongguan Humen Hucai Garment Co., Ltd",Sales53@Hcsportswear.Com / Pearl,,,,2024,Inactive_Suppliers,Inactive,,,,,,,,,,https://www.hcsportswear.com/,Sports Wear,Catalogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unnamed: 55: 16.6.25 --supplier info and catalogue sent to J&K | Unnamed: 56: 26.6.25 -- email sent for checklist | Unnamed: 57: 1.7.25 -- supplier sent Oeko tex , BSCI and SGS Audit report

Not working with listed buyer directly 

mainly exports to European and American markets, such as: the United States, Canada, the United Kingdom, Australia and other countries.

Factory videos sent


2.7.25 -- commission structure and onboarding process sent 

3.7.25 -- follow up email sent | Unnamed: 58: 8.7.25 - Follow up email sent for call | Unnamed: 59: 14.7.25 -- email sent for follow up and call"
SUP-01226,"Dongguan Pair Fashion Co., Ltd.",China,,,https://oemgymwear.en.alibaba.com/company_profile.html,2025,NEW2025_Sports Tshirts | NEW2025_Sports wear,Active,,,lucy@pairfashion.com,,,,,,,,Sports Tshirts | Sports wear,Sports wear,,,,,,,,,,,,,,,,,,,,,,,,2025-08-05 00:00:00,,,,,,,,,First contact: 2025-08-05 00:00:00
SUP-01227,"Dongguan Uga Fashion Co.,Ltd",Sports Category,,,,2024,Inactive_Suppliers,Inactive,,,,,,,,,,,Sports Wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unnamed: 60: 24.7.25 -- received all the information from supplier
awaited sample policy confirmation which we inform supplier that they can discuss directly with buyer after introduction 
await confirmation on commission mark up and supplier onboarding process to send contract | Unnamed: 61: 29.7.25 -- follow up email sent | Unnamed: 62: 6.8.25 -- FOLLOW UP EMAIL SENT"
SUP-01228,"Dongguan Yimei Houseware Co., Ltd.",China,,"No. 66, Daling Road, Gaoying Village, Dalang Town, Dongguan, Guangdong, CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-01229,"Dongshan Dongsheng Food Co., Ltd.",China,,,,2024,23-24_Shrimps,Active,,,,,,,,,,,Shrimps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01230,"Dongtai Jiafeng Embroidery Co., ltd",China,,"1st Industrial Zone Shangsha Changan Town, Dongguan, Jiangsu, CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers:
SUP-01231,"Dongyang Yinxin Apparel Co., Ltd",China,,,https://dyyinxin.en.alibaba.com/,2025,NEW2025_Sports Tshirts | NEW2025_Sports wear,Active,,,andy@dyyinxin.com,,,,,,,,Sports Tshirts | Sports wear,Sports wear,,,,,,,,,,,,,,,,,,,,,,,,2025-08-05 00:00:00,,,,,,,,,First contact: 2025-08-05 00:00:00
SUP-01232,"Donny （Qingdao ）Food Co., Ltd.",China,,,,2024,23-24_Agent & Distributor list,Active,,,,,,,,,,,Agent & Distributor list of Dri,Dried Mango | Dried Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01233,Dony Garments,Vietnam,,,https://dony.vn/thoi-trang/the-thao/,2025,NEW2025_Sports Tshirts,Active,,,"dongphuc@dony.vn
mylinh@dony.vn
kinhdoanh1@dony.vn
 kinhdoanh2@dony.vn",,,,,,,,Sports Tshirts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01234,DORA INT ITH. IHR. Ve ACENTA HIZM. LTD.STI.,Turkey,Konak İzmir,,,2026,2026_Dried_Fruits | 23-24_Agent & Distributor list,Active,,,,,,,,,,,Dried Fruits | Agent & Distributor list of Dri,Dried Fruits,,,,,,,,Agents and Brokers,Kiwa Agri Food,Certificated,2026-09-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-01235,DORADO IVORY,Cote D'Ivoire,,,https://www.doradonuts.com/,2024,23-24_Cashew Nov 24 | 23-24_Nuts List,Active,,,information@doradonuts.com,,,,,,,,Cashew Nov 24 | Nuts List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01236,DORI ALIMENTOS S/A - AMENDOIM,Brazil,,,,2024,23-24_Peanuts Jan 24,Active,,,,,,,,,,,Peanuts Jan 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01237,DOVIDO GIDA SAN. TIC. A.S.,,,,,2024,Inactive_Suppliers,Inactive,,,,,,,,,,Raisins,Raisins,Raisins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unnamed: 43: 7.4.25 -- Supplier has sent company profile, product catalogue and BRC certifications
Supplier are not exporting directly to Aldi, Rewe, Lidl, Edeka etc., but their distributor may be distributing to some of its branches. They only sell the Dovido Brand and not Private Label 

8.4.25 -- supplier information sent to J&K for their feedback"
SUP-01238,Dovitec,Vietnam,,,https://dovitec.com.vn/san-pham/,2025,NEW2025_Sports Tshirts,Active,,,info@dovitec.com.vn,,,,,,,,Sports Tshirts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01239,Dragons Garden Limited,China,,,https://www.berryltd.co.uk/contact/,2024,23-24_Agent & Distributor list,Active,not given,,not given,,,,,,,,Agent & Distributor list of Dri,Dried Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01240,DREAM FRUITS S.r.l.,Italy,Calenzano (FI),,no website,2026,2026_Dried_Fruits | 23-24_Dried Fruits List | 23-24_Nuts List,Active,055/8877472,,info@dreamfruits.it,,,,,,,,Dried Fruits | Dried Fruits List | Nuts List,"no website | almonds, walnuts, pistachio, pumpkin seeds",,,,,,,,Food,SGS ICS ITALIA S.r.l.,Certificated,2026-08-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-01241,DRRK FOODS PVT. LTD.,India,,,https://www.drrkfoods.in/#,2024,23-24_Rice list,Active,"+91 8727919191
+91 8728919191",,info@crownrice.com/ drrk@crownrice.com,,,,,,,,Rice list,Basmati Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01242,Dry Frut,,,,https://dryfrut.cl/,2024,23-24_Juergan List,Active,,,,,,,,,,,Juergan List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01243,Dryfo - Menexopoulos Bros S.A.,,,,,2024,23-24_SIAL NUTS,Active,,,sales@menexopoulos.gr,,,,,,,,SIAL NUTS,"Dried fruits, nuts, food processing services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01244,DRYFRUT,Chile,,,https://dryfrut.cl/,2023,22-23_Dried Fruits & Nuts,Active,,,dryfrut@dryfrut.cl,,,,,,,,Dried Fruits & Nuts,"RAISINS, PRUNES, WALNUTS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01245,DS TRADEX DMCC,Dubai,,,https://dstradex.com/index.html,2025,2025_Gulf food _ Pulses,Active,,,info@dstradex.com,,,,,,,,Gulf food _ Pulses,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01246,D&SHARAYU SPICES,,,"Sr No 84 Siddhivinayak Complex C Bldg
Shop No 5, Shinde Pool
Pune, Maharashtra 411023
India",https://dnsharayuspices.linker.store/about-us,2023,22-23_Ground Spices,Active,098501 07282,,prominent.pearl@gmail.com,,,,,,,,Ground Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01247,DSP Global,,,SRI LANKA,https://dspglobalventures.com/?page_id=16,2023,22-23_Ground Spices,Active,"CONTACT NUMBER
+94 7777 31 929
+94 7696 70 777",,dspglobalventures@gmail.com,,,,,,,,Ground Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01248,DUC VAN PHAT INVESMENT JOINT STOCK COMPANY,Vietnam,Can Tho City,,,2026,2026_Dried_Fruits,Active,,,,,,,,,,,Dried Fruits,,,,,,,,,Food,Intertek Certification Limited,Certificated,2026-08-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-01249,Dugarco,Vietnam,,,https://dugarco.com/en/knit/,2025,NEW2025_Sports Tshirts,Active,,,info@dugarco.com,,,,,,,,Sports Tshirts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01250,DUNAR BASMATI RICE,India,,"Near CWC, Village Bazida Jattan Road, Karnal,
Haryana, India - 132001",https://www.dunarbasmatirice.com/,2023,22-23_RICE,Active,"Mobile: +91 99966 71772


Toll Free: 1800 180 1772",,Email: sales@dunar.in,,,,,,,,RICE,Basmati Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tried to call but no response , email sent dt 14.3.24, reminder sent 18th march"
SUP-01251,Dunar Foods Limited,India,,,https://www.dunarbasmatirice.com/,2024,23-24_Rice list,Active,+91 99966 71772,,sales@dunar.in,,,,,,,,Rice list,Basmati Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01252,DURAK FINDIK,,,"Kargalıhanbaba Mahallesi, 1107.Sokak, No:2,
54300-HENDEK/SAKARYA, TURKEY",http://www.durakfindik.com.tr/en/index.html,2023,22-23_Hazelnuts,Active,,,ak@durakfindik.com.tr,,,,,,,,Hazelnuts,Hazelnuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01253,Durden Pecan Company,Georgia,,"2771 D.L. Durrance Road Redsville, Georgia 30453",www.durdenpecan.com,2023,22-23_Pecan Nuts,Active,,,ganutfarm@gmail.com      pecankyle@gmail.com,,,,,,,,Pecan Nuts,Pecan Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Email Sent Dt.14.10.2023
SUP-01254,DURUKAN ŞEKERLEME SAN. TİC. A.Ş.,Turkey,Sincan,,,2026,2026_Dried_Fruits,Active,,,,,,,,,,,Dried Fruits,,,,,,,,,Food,USB Certification,Certificated,2027-01-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-01255,DUY LINH COMPANY LIMITED,Vietnam,,,,2024,23-24_Cashew 25 | 23-24_Nuts List,Active,,,,,,,,,,,Cashew 25 | Nuts List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01256,"E H Booths & Co., Ltd",United Kingdom,Preston,,,2026,2026_Dried_Fruits | 23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits | Dried Fruits List,Grocery store,,,,,,,,Food,Eurofins Assurance UK Ltd.,Certificated,2026-12-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-01257,E SAAN SUGAR INDUSTRY,,,,,2024,23-24_Sugar,Active,,,bkkoffice@e-saansugar.com,,,,,,,,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01258,"Eagle Asia, too",Kazakhstan,,,https://eagleasia.co/,2024,23-24_Sunflower Oil- Nov24,Active,"26.11.24-- intro email sent 
28.11.24 -- reminder sent",,info@eagleasia.co,,,,,,,,Sunflower Oil- Nov24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01259,Eagle Since 1960,,,"C-50, Lawrence Road Industrial Area, Delhi - 110035, India",https://www.eaglespices.in/,2023,22-23_Ground Spices,Active,91-11-27391638,,info@eaglespices.in,,,,,,,,Ground Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01260,"Eam Heng Long Rice Mill (Saraburi) Co., Ltd. - Saraburi",Thailand,,,,2024,23-24_Rice list,Active,,,,,,,,,,,Rice list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01261,EARTH EXPO COMPANY,713,,,,2024,23-24_Pulses  | 23-24_Spices,Active,,,,,,,,,,,Pulses  | Spices,CHICKPEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01262,Earth Root spices and Herbs LLP,India,,,www.earthroot.in,2025,NEW2025_Anuga - India  | Inactive_Suppliers,Active,,,ehmad.sulthar@earthroot.in,,,,,,,,Anuga - India,Spices and Herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnamed: 64: 25.8.25 - intro email sent
SUP-01263,EARTHROOT SPICES (AND) HERBS LLP,India,,,,2024,23-24_Spices,Active,,,,,,,,,,,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-01264,Eartylife Spices,India,,,,2024,23-24_Spices,Active,,,,,,,,,,,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
